ds;y;Keys
16-2018;9.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
16-2018;3.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
16-2018;72.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
16-2018;9.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2018;30.0;97218-80004262-DCP Skinke 6x500g..???
16-2018;114.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
16-2018;24.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
16-2018;96.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;24.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
16-2018;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
16-2018;18.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;18.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;0.0;97221-80004262-DCP Skinke 6x500g..???
16-2018;0.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;18.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;90.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;0.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
16-2018;90.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;180.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
16-2018;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
16-2018;18.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
16-2018;18.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2018;18.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
16-2018;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2018;0.0;206291-80004262-DCP Skinke 6x500g..???
16-2018;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
17-2018;306.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;216.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
19-2018;273.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
20-2018;336.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
21-2018;270.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
22-2018;423.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
23-2018;318.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;33.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
24-2018;213.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;165.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
25-2018;252.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;45.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
26-2018;273.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;111.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
27-2018;354.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;528.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
28-2018;180.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;57.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
29-2018;243.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;90.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
30-2018;384.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;327.0;97205-80004262-DCP Skinke 6x500g..???
31-2018;363.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;15.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
32-2018;423.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;192.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
33-2018;213.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;330.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
34-2018;195.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;42.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
35-2018;201.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;27.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
36-2018;408.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
37-2018;243.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;291.2;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
38-2018;243.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;72.0;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
39-2018;195.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;123.2;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
40-2018;276.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;352.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
41-2018;312.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;156.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
42-2018;168.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;174.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
43-2018;255.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;387.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
44-2018;159.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;258.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
45-2018;270.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;471.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
46-2018;210.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;168.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
47-2018;258.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;258.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
48-2018;210.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;564.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
49-2018;183.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;81.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
50-2018;171.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;246.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
51-2018;267.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;801.0;97209-80004262-DCP Skinke 6x500g..???
52-2018;237.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;39.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
01-2019;141.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;147.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
02-2019;144.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;753.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
03-2019;240.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;12.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
04-2019;507.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;36.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
05-2019;141.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
06-2019;165.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;220.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
07-2019;129.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
08-2019;210.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2019;258.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
10-2019;192.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
11-2019;234.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;9.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
12-2019;207.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
13-2019;261.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
14-2019;237.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
15-2019;306.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;12.0;97213-80004262-DCP Skinke 6x500g..???
16-2019;402.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
17-2019;99.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
18-2019;189.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
19-2019;363.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;184.8;97215-70151305-DCP Rullep?lse 4 x 1200-1600g..??
20-2019;267.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;50.4;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
21-2019;288.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
22-2019;363.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;84.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
23-2019;447.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;45.0;97215-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
24-2019;123.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;54.0;97215-80004251-DCP Hamburgerryg 6x2/250g duopak..???
25-2019;321.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;27.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
26-2019;210.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;135.0;97215-80004254-DCP Kalkunbryst 6x2/250g duopak..???
27-2019;348.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;24.0;97215-80004255-DCP Kamsteg 6x2/250g duopak..???
28-2019;261.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;27.0;97215-80004256-DCP Kyllingebryst 6x2/250g duopak..???
29-2019;222.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;63.0;97215-80004257-DCP Rullep?lse 6x2/250g duopak..??
30-2019;318.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;42.0;97215-80004259-DCP R?get filet 6x2/250g duopak..??
31-2019;282.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;3.0;97215-80004260-DCP Saltk?d 6x2/250g duopak..??
32-2019;255.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;75.0;97215-80004262-DCP Skinke 6x500g..???
33-2019;333.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
34-2019;231.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;30.0;97215-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
35-2019;264.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;150.0;97215-80004275-DCP Roastbeef 6x2/250g duopak..???
36-2019;255.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;186.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
37-2019;297.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
38-2019;279.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
39-2019;195.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
40-2019;159.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;22.4;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
41-2019;228.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
42-2019;162.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
43-2019;129.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
44-2019;219.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
45-2019;183.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
46-2019;177.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;12.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
47-2019;204.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;51.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
48-2019;207.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;30.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
49-2019;126.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;9.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
50-2019;186.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
51-2019;258.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;27.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
52-2019;153.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
01-2020;153.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
02-2020;153.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80004262-DCP Skinke 6x500g..???
03-2020;156.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;168.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
04-2020;210.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;9.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
05-2020;201.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;48.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
06-2020;198.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
07-2020;150.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2020;216.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
09-2020;192.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
10-2020;189.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
11-2020;159.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97221-80004262-DCP Skinke 6x500g..???
12-2020;42.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
13-2020;63.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
14-2020;186.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;210.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
15-2020;135.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
16-2020;159.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;60.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
17-2020;90.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;390.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
18-2020;99.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
19-2020;90.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
20-2020;153.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;36.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
21-2020;207.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;24.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
22-2020;168.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
23-2020;87.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;206291-80004262-DCP Skinke 6x500g..???
24-2020;138.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2018;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
25-2020;273.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
26-2020;120.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
27-2020;132.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
28-2020;261.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
29-2020;231.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
30-2020;243.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
31-2020;138.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
32-2020;267.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;45.0;97205-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
33-2020;183.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;213.0;97205-80004254-DCP Kalkunbryst 6x2/250g duopak..???
34-2020;210.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;57.0;97205-80004255-DCP Kamsteg 6x2/250g duopak..???
35-2020;177.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;144.0;97205-80004256-DCP Kyllingebryst 6x2/250g duopak..???
36-2020;237.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;261.0;97205-80004257-DCP Rullep?lse 6x2/250g duopak..??
37-2020;285.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;78.0;97205-80004259-DCP R?get filet 6x2/250g duopak..??
38-2020;231.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;165.0;97205-80004260-DCP Saltk?d 6x2/250g duopak..??
39-2020;135.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;645.0;97205-80004262-DCP Skinke 6x500g..???
40-2020;198.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;12.0;97205-80004263-DCP Skinke 6x2/250g duopak..???
41-2020;84.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;225.0;97205-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
42-2020;93.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;612.0;97205-80004275-DCP Roastbeef 6x2/250g duopak..???
43-2020;177.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;54.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
44-2020;141.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;102.0;97205-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
45-2020;78.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
46-2020;138.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;274.4;97209-70151305-DCP Rullep?lse 4 x 1200-1600g..??
47-2020;99.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;75.6;97209-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
48-2020;135.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;61.6;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
49-2020;198.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;600.0;97209-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
50-2020;57.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;80.0;97209-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
51-2020;144.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;219.0;97209-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
52-2020;141.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;516.0;97209-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;159.0;97209-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
01-2021;60.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;711.0;97209-80004254-DCP Kalkunbryst 6x2/250g duopak..???
02-2021;84.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;72.0;97209-80004255-DCP Kamsteg 6x2/250g duopak..???
03-2021;111.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;288.0;97209-80004256-DCP Kyllingebryst 6x2/250g duopak..???
04-2021;81.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;564.0;97209-80004257-DCP Rullep?lse 6x2/250g duopak..??
05-2021;51.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;51.0;97209-80004259-DCP R?get filet 6x2/250g duopak..??
06-2021;102.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;120.0;97209-80004260-DCP Saltk?d 6x2/250g duopak..??
07-2021;84.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;807.0;97209-80004262-DCP Skinke 6x500g..???
08-2021;54.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;84.0;97209-80004263-DCP Skinke 6x2/250g duopak..???
09-2021;138.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;132.0;97209-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
10-2021;120.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;705.0;97209-80004275-DCP Roastbeef 6x2/250g duopak..???
11-2021;132.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;30.0;97209-80004517-DCP Roastbeef. 4 x 1200-1800g.???
12-2021;81.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;63.0;97209-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
13-2021;93.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97209-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
14-2021;135.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
15-2021;183.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
16-2021;180.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;6.0;97213-80004251-DCP Hamburgerryg 6x2/250g duopak..???
17-2021;93.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
18-2021;135.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;6.0;97213-80004255-DCP Kamsteg 6x2/250g duopak..???
19-2021;165.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97213-80004256-DCP Kyllingebryst 6x2/250g duopak..???
20-2021;162.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
21-2021;228.0;97205-80004251-DCP Hamburgerryg 6x2/250g duopak..???
18-2018;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
