ds;y;Keys
41-2021;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
41-2021;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
41-2021;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
41-2021;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
41-2021;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
41-2021;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
41-2021;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
41-2021;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
41-2021;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
41-2021;0.0;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
41-2021;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
41-2021;0.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
41-2021;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
41-2021;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
41-2021;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
41-2021;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
41-2021;0.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
41-2021;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
41-2021;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
41-2021;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
41-2021;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
41-2021;6.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
41-2021;18.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
41-2021;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
46-2021;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
47-2021;6.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;3.0;97218-80004262-DCP Skinke 6x500g..???
48-2021;45.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;12.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
49-2021;6.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;18.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
50-2021;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;57.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
05-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;12.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
07-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
08-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
09-2022;6.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;108.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
11-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;108.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
12-2022;6.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97221-80004262-DCP Skinke 6x500g..???
15-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;12.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
17-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;96.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
19-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;78.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
20-2022;6.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;90.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
21-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;120.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
24-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;300.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
25-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
27-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
28-2022;3.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
41-2021;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
41-2021;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
41-2021;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
41-2021;0.0;206291-80004262-DCP Skinke 6x500g..???
41-2021;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
42-2021;0.0;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
42-2021;0.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
42-2021;0.0;97205-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
42-2021;0.0;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
01-2022;66.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
27-2022;3.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
42-2021;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
42-2021;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
42-2021;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
42-2021;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
42-2021;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
42-2021;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
42-2021;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
42-2021;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
42-2021;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
42-2021;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
42-2021;0.0;97215-80004263-DCP Skinke 6x2/250g duopak..???
42-2021;0.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
42-2021;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
42-2021;0.0;97215-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
42-2021;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
42-2021;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
42-2021;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
42-2021;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
42-2021;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
42-2021;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
42-2021;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
42-2021;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
42-2021;12.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
42-2021;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
42-2021;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
42-2021;0.0;97218-80004262-DCP Skinke 6x500g..???
42-2021;12.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
42-2021;15.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
42-2021;45.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
42-2021;0.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
42-2021;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
42-2021;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
42-2021;108.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
42-2021;108.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
42-2021;24.0;97221-80004262-DCP Skinke 6x500g..???
42-2021;12.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
42-2021;324.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
42-2021;60.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
42-2021;135.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
42-2021;180.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
42-2021;390.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
42-2021;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
42-2021;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
42-2021;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
42-2021;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
42-2021;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
42-2021;0.0;206291-80004262-DCP Skinke 6x500g..???
42-2021;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
43-2021;0.0;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
43-2021;0.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
43-2021;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
43-2021;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
43-2021;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
43-2021;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
43-2021;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
43-2021;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
43-2021;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
43-2021;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
43-2021;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
43-2021;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
43-2021;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
43-2021;0.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
43-2021;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
43-2021;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
43-2021;0.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
43-2021;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
43-2021;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
43-2021;0.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
43-2021;0.0;97218-80004254-DCP Kalkunbryst 6x2/250g duopak..???
43-2021;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
43-2021;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
43-2021;0.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
43-2021;0.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
43-2021;0.0;97218-80004262-DCP Skinke 6x500g..???
43-2021;264.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
43-2021;0.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
43-2021;18.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
43-2021;18.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
43-2021;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
43-2021;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
43-2021;108.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
43-2021;108.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;96.0;97221-80004262-DCP Skinke 6x500g..???
43-2021;12.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
43-2021;144.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
43-2021;0.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
43-2021;60.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
43-2021;150.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;18.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;180.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
45-2021;24.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
46-2021;15.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
47-2021;15.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
48-2021;15.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
49-2021;12.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
50-2021;6.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;206291-80004262-DCP Skinke 6x500g..???
51-2021;3.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
43-2021;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
01-2022;84.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
02-2022;9.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97205-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
03-2022;6.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97205-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
04-2022;3.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
05-2022;66.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97205-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
06-2022;6.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
07-2022;45.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
08-2022;48.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
09-2022;57.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
10-2022;102.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
11-2022;30.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
12-2022;60.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
13-2022;39.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
14-2022;48.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
15-2022;12.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
16-2022;9.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
17-2022;66.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
18-2022;9.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
19-2022;15.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97205-80004517-DCP Roastbeef. 4 x 1200-1800g.???
20-2022;24.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
21-2022;51.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
22-2022;24.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
23-2022;27.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
24-2022;24.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
25-2022;42.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
26-2022;21.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
27-2022;18.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
29-2022;9.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
30-2022;9.0;97218-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
44-2021;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
44-2021;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
44-2021;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
44-2021;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
44-2021;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
44-2021;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
44-2021;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
44-2021;0.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
44-2021;0.0;97215-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
44-2021;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
44-2021;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
44-2021;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
44-2021;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
44-2021;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
44-2021;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
44-2021;0.0;97218-80004252-DCP Hamburgerryg 3% 6x2/250g duopak..???
44-2021;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
44-2021;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
44-2021;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
44-2021;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
44-2021;0.0;97218-80004262-DCP Skinke 6x500g..???
44-2021;21.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
44-2021;27.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
44-2021;39.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
44-2021;18.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
44-2021;264.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
44-2021;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
44-2021;90.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
44-2021;54.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;48.0;97221-80004262-DCP Skinke 6x500g..???
44-2021;12.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
44-2021;72.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
44-2021;0.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
44-2021;0.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
44-2021;0.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
44-2021;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
44-2021;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
44-2021;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
44-2021;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
44-2021;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
44-2021;0.0;206291-80004262-DCP Skinke 6x500g..???
44-2021;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
45-2021;0.0;97209-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
01-2022;15.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
03-2022;3.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
07-2022;3.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
23-2022;45.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
24-2022;12.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
27-2022;45.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
45-2021;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
45-2021;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
45-2021;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
45-2021;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
45-2021;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
45-2021;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
45-2021;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
45-2021;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
45-2021;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
45-2021;0.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
45-2021;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
45-2021;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
45-2021;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
45-2021;0.0;97218-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
45-2021;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
45-2021;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
45-2021;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
45-2021;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
45-2021;0.0;97218-80004255-DCP Kamsteg 6x2/250g duopak..???
45-2021;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
45-2021;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
45-2021;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
45-2021;9.0;97218-80004262-DCP Skinke 6x500g..???
45-2021;144.0;97218-80004263-DCP Skinke 6x2/250g duopak..???
45-2021;30.0;97218-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
45-2021;42.0;97218-80004275-DCP Roastbeef 6x2/250g duopak..???
45-2021;6.0;97218-80004517-DCP Roastbeef. 4 x 1200-1800g.???
45-2021;0.0;97218-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
45-2021;0.0;97218-80007710-DCP Kalkunbryst kogt. r?get 2xca. 1.5 kg??
45-2021;108.0;97221-80004251-DCP Hamburgerryg 6x2/250g duopak..???
45-2021;144.0;97221-80004257-DCP Rullep?lse 6x2/250g duopak..??
45-2021;72.0;97221-80004262-DCP Skinke 6x500g..???
45-2021;12.0;97221-80004275-DCP Roastbeef 6x2/250g duopak..???
45-2021;168.0;97221-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
45-2021;45.0;97226-80004251-DCP Hamburgerryg 6x2/250g duopak..???
45-2021;0.0;97226-80004254-DCP Kalkunbryst 6x2/250g duopak..???
45-2021;30.0;97226-80004257-DCP Rullep?lse 6x2/250g duopak..??
45-2021;60.0;97226-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
45-2021;0.0;97226-80004275-DCP Roastbeef 6x2/250g duopak..???
45-2021;0.0;97227-80004251-DCP Hamburgerryg 6x2/250g duopak..???
45-2021;0.0;97227-80004257-DCP Rullep?lse 6x2/250g duopak..??
45-2021;0.0;97227-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
45-2021;0.0;206291-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
45-2021;0.0;206291-80004262-DCP Skinke 6x500g..???
45-2021;0.0;206291-80004275-DCP Roastbeef 6x2/250g duopak..???
46-2021;0.0;97213-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
46-2021;0.0;97213-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
46-2021;0.0;97213-80004254-DCP Kalkunbryst 6x2/250g duopak..???
46-2021;0.0;97213-80004257-DCP Rullep?lse 6x2/250g duopak..??
46-2021;0.0;97213-80004259-DCP R?get filet 6x2/250g duopak..??
46-2021;0.0;97213-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97213-80004264-DCP Skinke Firkantet 6x2/250g duopak..???
46-2021;0.0;97213-80004275-DCP Roastbeef 6x2/250g duopak..???
46-2021;0.0;97213-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
46-2021;0.0;97215-70700688-DCP Kyllingebryst 4xca.0.9 kg.???
46-2021;0.0;97215-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
46-2021;0.0;97215-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
46-2021;0.0;97215-80004517-DCP Roastbeef. 4 x 1200-1800g.???
46-2021;0.0;97215-80005258-DCP ?ler?get skinke 6x2/250g duopak..?
46-2021;0.0;97217-80004275-DCP Roastbeef 6x2/250g duopak..???
46-2021;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-70151305-DCP Rullep?lse 4 x 1200-1600g..??
47-2021;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
51-2021;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80001642-DCP Skinke rund.kgt.rg. 1/2 4x2000-2400g???
01-2022;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80002528-DCP Kalkunbryst  paprika 2 x ca. 1.5 kg.???
05-2022;24.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80002531-DCP Kalkunbryst Carry 2xca. 1.5 kg.???
06-2022;12.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80002820-DCP PMM Kalkunbryst paprika 6x500g..???
07-2022;15.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80004251-DCP Hamburgerryg 6x2/250g duopak..???
09-2022;21.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
10-2022;18.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
13-2022;21.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
16-2022;15.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80004256-DCP Kyllingebryst 6x2/250g duopak..???
17-2022;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
20-2022;12.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80004259-DCP R?get filet 6x2/250g duopak..??
22-2022;3.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
23-2022;9.0;97218-80004260-DCP Saltk?d 6x2/250g duopak..??
46-2021;0.0;97218-80004262-DCP Skinke 6x500g..???
